Date,Hour,Water.lever,X
11/29/2011,13,627,NA
11/29/2011,16,624,NA
11/29/2011,19,623,NA
11/29/2011,22,646.5,NA
11/30/2011,1,662,NA
11/30/2011,4,668,NA
11/30/2011,7,672,NA
11/30/2011,10,660.5,NA
11/30/2011,13,645,NA
11/30/2011,16,634.5,NA
11/30/2011,19,640,NA
11/30/2011,22,652,NA
12/1/2011,1,665,NA
12/1/2011,4,676,NA
12/1/2011,7,687,NA
12/1/2011,10,686.5,NA
12/1/2011,13,678,NA
12/1/2011,16,686.5,NA
12/1/2011,19,705,NA
12/1/2011,22,718,NA
12/2/2011,1,725,NA
12/2/2011,4,730.5,NA
12/2/2011,7,735,NA
12/2/2011,10,738,NA
12/2/2011,13,749,NA
12/2/2011,16,765,NA
12/2/2011,19,776,NA
12/2/2011,22,779.5,NA
12/3/2011,1,783,NA
12/3/2011,4,777.5,NA
12/3/2011,7,771,NA
12/3/2011,10,770,NA
12/3/2011,13,769,NA
12/3/2011,16,774,NA
12/3/2011,19,781,NA
12/3/2011,22,773,NA
12/4/2011,1,763,NA
12/4/2011,4,747.5,NA
12/4/2011,7,735,NA
12/4/2011,10,721,NA
12/4/2011,13,706,NA
12/4/2011,16,702.5,NA
12/4/2011,19,710,NA
12/4/2011,22,712,NA
12/5/2011,1,707,NA
12/5/2011,4,699,NA
12/5/2011,7,688,NA
12/5/2011,10,671.5,NA
12/5/2011,13,658,NA
12/5/2011,16,643,NA
12/5/2011,19,632,NA
12/5/2011,22,637,NA
12/6/2011,1,642,NA
12/6/2011,4,642,NA
12/6/2011,7,636,NA
12/6/2011,10,627.5,NA
12/6/2011,13,620,NA
12/6/2011,16,620,NA
12/6/2011,19,628,NA
12/6/2011,22,635,NA
12/7/2011,1,640,NA
12/7/2011,4,645.5,NA
12/7/2011,7,641,NA
12/7/2011,10,637,NA
12/7/2011,13,636,NA
12/7/2011,16,639.5,NA
12/7/2011,19,643,NA
12/7/2011,22,645.5,NA
12/8/2011,1,643,NA
12/8/2011,4,637,NA
12/8/2011,7,632,NA
12/8/2011,10,624,NA
12/8/2011,13,617,NA
12/8/2011,16,606,NA
12/8/2011,19,598,NA
12/8/2011,22,592.5,NA
12/9/2011,1,595,NA
12/9/2011,4,604.5,NA
12/9/2011,7,610,NA
12/9/2011,10,604,NA
12/9/2011,13,596,NA
12/9/2011,16,591,NA
12/9/2011,19,590,NA
12/9/2011,22,593,NA
12/10/2011,1,596,NA
12/10/2011,4,600,NA
12/10/2011,7,605,NA
12/10/2011,10,600.5,NA
12/10/2011,13,595,NA
12/10/2011,16,590.5,NA
12/10/2011,19,588,NA
12/10/2011,22,594.5,NA
12/11/2011,1,604,NA
12/11/2011,4,612.5,NA
12/11/2011,7,618,NA
12/11/2011,10,614.5,NA
12/11/2011,13,609,NA
12/11/2011,16,602,NA
12/11/2011,19,595,NA
12/11/2011,22,594.5,NA
12/12/2011,1,601,NA
12/12/2011,4,605.5,NA
12/12/2011,7,599,NA
12/12/2011,10,592,NA
12/12/2011,13,585,NA
12/12/2011,16,574,NA
12/12/2011,19,569,NA
12/12/2011,22,574.5,NA
12/13/2011,1,581,NA
12/13/2011,4,592,NA
12/13/2011,7,597,NA
12/13/2011,10,591.5,NA
12/13/2011,13,584,NA
12/13/2011,16,584,NA
12/13/2011,19,590,NA
12/13/2011,22,599,NA
12/14/2011,1,607,NA
12/14/2011,4,616,NA
12/14/2011,7,615,NA
12/14/2011,10,611,NA
12/14/2011,13,607,NA
12/14/2011,16,603,NA
12/14/2011,19,597,NA
12/14/2011,22,593,NA
12/15/2011,1,595,NA
12/15/2011,4,600,NA
12/15/2011,7,603,NA
12/15/2011,10,598.5,NA
12/15/2011,13,593,NA
12/15/2011,16,588,NA
12/15/2011,19,585,NA
12/15/2011,22,583,NA
12/16/2011,1,588,NA
12/16/2011,4,595,NA
12/16/2011,7,595,NA
12/16/2011,10,591.5,NA
12/16/2011,13,588,NA
12/16/2011,16,595,NA
12/16/2011,19,605,NA
12/16/2011,22,613.5,NA
12/17/2011,1,620,NA
12/17/2011,4,628,NA
12/17/2011,7,626,NA
12/17/2011,10,616,NA
12/17/2011,13,609,NA
12/17/2011,16,602.5,NA
12/17/2011,19,594,NA
12/17/2011,22,601,NA
12/18/2011,1,613,NA
12/18/2011,4,625.5,NA
12/18/2011,7,633,NA
12/18/2011,10,622.5,NA
12/18/2011,13,617,NA
12/18/2011,16,613,NA
12/18/2011,19,610,NA
12/18/2011,22,616,NA
12/19/2011,1,626,NA
12/19/2011,4,631,NA
12/19/2011,7,627,NA
12/19/2011,10,620,NA
12/19/2011,13,613,NA
12/19/2011,16,607.5,NA
12/19/2011,19,612,NA
12/19/2011,22,616,NA
12/20/2011,1,619,NA
12/20/2011,4,623.5,NA
12/20/2011,7,621,NA
12/20/2011,10,616,NA
12/20/2011,13,611,NA
12/20/2011,16,611.5,NA
12/20/2011,19,620,NA
12/20/2011,22,625,NA
12/21/2011,1,630,NA
12/21/2011,4,635.5,NA
12/21/2011,7,640,NA
12/21/2011,10,632.5,NA
12/21/2011,13,626,NA
12/21/2011,16,635.5,NA
12/21/2011,19,645,NA
12/21/2011,22,652,NA
12/22/2011,1,658,NA
12/22/2011,4,652,NA
12/22/2011,7,646,NA
12/22/2011,10,626,NA
12/22/2011,13,610,NA
12/22/2011,16,609,NA
12/22/2011,19,623,NA
12/22/2011,22,630,NA
12/23/2011,1,637,NA
12/23/2011,4,640,NA
12/23/2011,7,634,NA
12/23/2011,10,616.5,NA
12/23/2011,13,605,NA
12/23/2011,16,604.5,NA
12/23/2011,19,616,NA
12/23/2011,22,622.5,NA
12/24/2011,1,629,NA
12/24/2011,4,633,NA
12/24/2011,7,628,NA
12/24/2011,10,610.5,NA
12/24/2011,13,600,NA
12/24/2011,16,599,NA
12/24/2011,19,608,NA
12/24/2011,22,612.5,NA
12/25/2011,1,618,NA
12/25/2011,4,622.5,NA
12/25/2011,7,626,NA
12/25/2011,10,608,NA
12/25/2011,13,590,NA
12/25/2011,16,583,NA
12/25/2011,19,578,NA
12/25/2011,22,581.5,NA
12/26/2011,1,588,NA
12/26/2011,4,595.5,NA
12/26/2011,7,600,NA
12/26/2011,10,587.5,NA
12/26/2011,13,579,NA
12/26/2011,16,587,NA
12/26/2011,19,595,NA
12/26/2011,22,600.5,NA
12/27/2011,1,606,NA
12/27/2011,4,611,NA
12/27/2011,7,610,NA
12/27/2011,10,594,NA
12/27/2011,13,580,NA
12/27/2011,16,590,NA
12/27/2011,19,603,NA
12/27/2011,22,611,NA
12/28/2011,1,620,NA
12/28/2011,4,629.5,NA
12/28/2011,7,636,NA
12/28/2011,10,616.5,NA
12/28/2011,13,603,NA
12/28/2011,16,602.5,NA
12/28/2011,19,611,NA
12/28/2011,22,618,NA
12/29/2011,1,623,NA
12/29/2011,4,630,NA
12/29/2011,7,627,NA
12/29/2011,10,612,NA
12/29/2011,13,599,NA
12/29/2011,16,599.5,NA
12/29/2011,19,615,NA
12/29/2011,22,623,NA
12/30/2011,1,631,NA
12/30/2011,4,636.5,NA
12/30/2011,7,630,NA
12/30/2011,10,616,NA
12/30/2011,13,604,NA
12/30/2011,16,604,NA
12/30/2011,19,617,NA
12/30/2011,22,625,NA
12/31/2011,1,635,NA
12/31/2011,4,640.5,NA
12/31/2011,7,637,NA
12/31/2011,10,621.5,NA
12/31/2011,13,605,NA
12/31/2011,16,597.5,NA
12/31/2011,19,596,NA
12/31/2011,22,594,NA
1/1/2012,1,592,NA
1/1/2012,4,589.5,NA
1/1/2012,7,588,NA
1/1/2012,10,585,NA
1/1/2012,13,581,NA
1/1/2012,16,577.5,NA
1/1/2012,19,573,NA
1/1/2012,22,571.5,NA
1/2/2012,1,569,NA
1/2/2012,4,567,NA
1/2/2012,7,565,NA
1/2/2012,10,563,NA
1/2/2012,13,560,NA
1/2/2012,16,555.5,NA
1/2/2012,19,552,NA
1/2/2012,22,551.5,NA
1/3/2012,1,550,NA
1/3/2012,4,549.5,NA
1/3/2012,7,548,NA
1/3/2012,10,546,NA
1/3/2012,13,543,NA
1/3/2012,16,543,NA
1/3/2012,19,545,NA
1/3/2012,22,548.5,NA
1/4/2012,1,551,NA
1/4/2012,4,549.5,NA
1/4/2012,7,546,NA
1/4/2012,10,542.5,NA
1/4/2012,13,539,NA
1/4/2012,16,538.5,NA
1/4/2012,19,543,NA
1/4/2012,22,548,NA
1/5/2012,1,554,NA
1/5/2012,4,561.5,NA
1/5/2012,7,566,NA
1/5/2012,10,568,NA
1/5/2012,13,569,NA
1/5/2012,16,570.5,NA
1/5/2012,19,573,NA
1/5/2012,22,569.5,NA
1/6/2012,1,566,NA
1/6/2012,4,571.5,NA
1/6/2012,7,576,NA
1/6/2012,10,574,NA
1/6/2012,13,570,NA
1/6/2012,16,566.5,NA
1/6/2012,19,563,NA
1/6/2012,22,569.5,NA
1/7/2012,1,581,NA
1/7/2012,4,592.5,NA
1/7/2012,7,599,NA
1/7/2012,10,595.5,NA
1/7/2012,13,592,NA
1/7/2012,16,600,NA
1/7/2012,19,610,NA
1/7/2012,22,617.5,NA
1/8/2012,1,626,NA
1/8/2012,4,632,NA
1/8/2012,7,629,NA
1/8/2012,10,620,NA
1/8/2012,13,612,NA
1/8/2012,16,608.5,NA
1/8/2012,19,613,NA
1/8/2012,22,618.5,NA
1/9/2012,1,623,NA
1/9/2012,4,624.5,NA
1/9/2012,7,619,NA
1/9/2012,10,612.5,NA
1/9/2012,13,606,NA
1/9/2012,16,600.5,NA
1/9/2012,19,595,NA
1/9/2012,22,599,NA
1/10/2012,1,603,NA
1/10/2012,4,606,NA
1/10/2012,7,609,NA
1/10/2012,10,600.5,NA
1/10/2012,13,591,NA
1/10/2012,16,578.5,NA
1/10/2012,19,570,NA
1/10/2012,22,576.5,NA
1/11/2012,1,585,NA
1/11/2012,4,593,NA
1/11/2012,7,602,NA
1/11/2012,10,594,NA
1/11/2012,13,585,NA
1/11/2012,16,575,NA
1/11/2012,19,568,NA
1/11/2012,22,567,NA
1/12/2012,1,575,NA
1/12/2012,4,586.5,NA
1/12/2012,7,588,NA
1/12/2012,10,580,NA
1/12/2012,13,568,NA
1/12/2012,16,558.5,NA
1/12/2012,19,552,NA
1/12/2012,22,555.5,NA
1/13/2012,1,562,NA
1/13/2012,4,574,NA
1/13/2012,7,580,NA
1/13/2012,10,574.5,NA
1/13/2012,13,570,NA
1/13/2012,16,561.5,NA
1/13/2012,19,555,NA
1/13/2012,22,553,NA
1/14/2012,1,559,NA
1/14/2012,4,569.5,NA
1/14/2012,7,576,NA
1/14/2012,10,569,NA
1/14/2012,13,562,NA
1/14/2012,16,563,NA
1/14/2012,19,574,NA
1/14/2012,22,597.5,NA
1/15/2012,1,619,NA
1/15/2012,4,627,NA
1/15/2012,7,617,NA
1/15/2012,10,612,NA
1/15/2012,13,626,NA
1/15/2012,16,653,NA
1/15/2012,19,681,NA
1/15/2012,22,704.5,NA
1/16/2012,1,721,NA
1/16/2012,4,729.5,NA
1/16/2012,7,736,NA
1/16/2012,10,759.5,NA
1/16/2012,13,782,NA
1/16/2012,16,800.5,NA
1/16/2012,19,816,NA
1/16/2012,22,828.5,NA
1/17/2012,1,841,NA
1/17/2012,4,852,NA
1/17/2012,7,861,NA
1/17/2012,10,870,NA
1/17/2012,13,874,NA
1/17/2012,16,874,NA
1/17/2012,19,870,NA
1/17/2012,22,867,NA
1/18/2012,1,864,NA
1/18/2012,4,860.5,NA
1/18/2012,7,860,NA
1/18/2012,10,867.5,NA
1/18/2012,13,872,NA
1/18/2012,16,874.5,NA
1/18/2012,19,877,NA
1/18/2012,22,880,NA
1/19/2012,1,884,NA
1/19/2012,4,883,NA
1/19/2012,7,877,NA
1/19/2012,10,876.5,NA
1/19/2012,13,875,NA
1/19/2012,16,875,NA
1/19/2012,19,878,NA
1/19/2012,22,881.5,NA
1/20/2012,1,882,NA
1/20/2012,4,880.5,NA
1/20/2012,7,879,NA
1/20/2012,10,873,NA
1/20/2012,13,860,NA
1/20/2012,16,845,NA
1/20/2012,19,836,NA
1/20/2012,22,819,NA
1/21/2012,1,803,NA
1/21/2012,4,781,NA
1/21/2012,7,765,NA
1/21/2012,10,759,NA
1/21/2012,13,758,NA
1/21/2012,16,761.5,NA
1/21/2012,19,763,NA
1/21/2012,22,756,NA
1/22/2012,1,742,NA
1/22/2012,4,730,NA
1/22/2012,7,723,NA
1/22/2012,10,713,NA
1/22/2012,13,703,NA
1/22/2012,16,696,NA
1/22/2012,19,690,NA
1/22/2012,22,685,NA
1/23/2012,1,680,NA
1/23/2012,4,674.5,NA
1/23/2012,7,669,NA
1/23/2012,10,659.5,NA
1/23/2012,13,650,NA
1/23/2012,16,637,NA
1/23/2012,19,624,NA
1/23/2012,22,616,NA
1/24/2012,1,610,NA
1/24/2012,4,602.5,NA
1/24/2012,7,595,NA
1/24/2012,10,588,NA
1/24/2012,13,582,NA
1/24/2012,16,575.5,NA
1/24/2012,19,570,NA
1/24/2012,22,567,NA
1/25/2012,1,564,NA
1/25/2012,4,562,NA
1/25/2012,7,560,NA
1/25/2012,10,558,NA
1/25/2012,13,556,NA
1/25/2012,16,554,NA
1/25/2012,19,552,NA
1/25/2012,22,552,557
1/26/2012,1,550,NA
1/26/2012,4,548,NA
1/26/2012,7,548,NA
1/26/2012,10,546,NA
1/26/2012,13,543,NA
1/26/2012,16,539,NA
1/26/2012,19,536,NA
1/26/2012,22,532,543
1/27/2012,1,529,NA
1/27/2012,4,527,NA
1/27/2012,7,525,NA
1/27/2012,10,522,NA
1/27/2012,13,518,NA
1/27/2012,16,517,NA
1/27/2012,19,517,NA
1/27/2012,22,520,522
1/28/2012,1,524,NA
1/28/2012,4,526,NA
1/28/2012,7,527,NA
1/28/2012,10,529,NA
1/28/2012,13,532,NA
1/28/2012,16,534,NA
1/28/2012,19,537,NA
1/28/2012,22,543,532
1/29/2012,1,572,NA
1/29/2012,4,600.3333333,NA
1/29/2012,7,643.6666667,NA
1/29/2012,10,667.6666667,NA
1/29/2012,13,682,NA
1/29/2012,16,693.3333333,NA
1/29/2012,19,709.6666667,NA
1/29/2012,22,740.25,NA
1/30/2012,1,768,NA
1/30/2012,4,785.5,NA
1/30/2012,7,803,NA
1/30/2012,10,817,NA
1/30/2012,13,829,NA
1/30/2012,16,839,NA
1/30/2012,19,846,NA
1/30/2012,22,851.5,NA
1/31/2012,1,857,NA
1/31/2012,4,861.5,NA
1/31/2012,7,866,NA
1/31/2012,10,868,NA
1/31/2012,13,870,NA
1/31/2012,16,872.5,NA
1/31/2012,19,874,NA
1/31/2012,22,875.5,NA
2/1/2012,1,873,NA
2/1/2012,4,866,NA
2/1/2012,7,860,NA
2/1/2012,10,863,NA
2/1/2012,13,865,NA
2/1/2012,16,868,NA
2/1/2012,19,871,NA
2/1/2012,22,873.5,NA
2/2/2012,1,876,NA
2/2/2012,4,881,NA
2/2/2012,7,887,NA
2/2/2012,10,889.5,NA
2/2/2012,13,892,NA
2/2/2012,16,893,NA
2/2/2012,19,894,NA
2/2/2012,22,891.5,NA
2/3/2012,1,891,NA
2/3/2012,4,891,NA
2/3/2012,7,891,NA
2/3/2012,10,892,NA
2/3/2012,13,893,NA
2/3/2012,16,894,NA
2/3/2012,19,896,NA
2/3/2012,22,895,893
2/4/2012,1,894,NA
2/4/2012,4,893,NA
2/4/2012,7,892,NA
2/4/2012,10,891,NA
2/4/2012,13,890,NA
2/4/2012,16,889,NA
2/4/2012,19,889,NA
2/4/2012,22,889,891
2/5/2012,1,889,NA
2/5/2012,4,889,NA
2/5/2012,7,889,NA
2/5/2012,10,890,NA
2/5/2012,13,892,NA
2/5/2012,16,893,NA
2/5/2012,19,894,NA
2/5/2012,22,895,891
2/6/2012,1,894,NA
2/6/2012,4,892,NA
2/6/2012,7,890,NA
2/6/2012,10,889,NA
2/6/2012,13,888,NA
2/6/2012,16,887,NA
2/6/2012,19,886,NA
2/6/2012,22,885,889
2/7/2012,1,883,NA
2/7/2012,4,882,NA
2/7/2012,7,881,NA
2/7/2012,10,880,NA
2/7/2012,13,879,NA
2/7/2012,16,877,NA
2/7/2012,19,876,NA
2/7/2012,22,875,879
2/8/2012,1,874,NA
2/8/2012,4,873,NA
2/8/2012,7,872,NA
2/8/2012,10,872,NA
2/8/2012,13,873,NA
2/8/2012,16,876,NA
2/8/2012,19,878,NA
2/8/2012,22,879,875
2/9/2012,1,880,NA
2/9/2012,4,883,NA
2/9/2012,7,885,NA
2/9/2012,10,888,NA
2/9/2012,13,890,NA
2/9/2012,16,892,NA
2/9/2012,19,887,NA
2/9/2012,22,876,885
2/10/2012,1,857,NA
2/10/2012,4,826.5,NA
2/10/2012,7,798,NA
2/10/2012,10,770,NA
2/10/2012,13,742,NA
2/10/2012,16,718.5,NA
2/10/2012,19,696,NA
2/10/2012,22,673.5,NA
2/11/2012,1,652,NA
2/11/2012,4,630,NA
2/11/2012,7,608,NA
2/11/2012,10,590,NA
2/11/2012,13,573,NA
2/11/2012,16,557,NA
2/11/2012,19,542,NA
2/11/2012,22,534,NA
2/12/2012,1,528,NA
2/12/2012,4,524,NA
2/12/2012,7,521,NA
2/12/2012,10,520,NA
2/12/2012,13,519,NA
2/12/2012,16,518.5,NA
2/12/2012,19,517,NA
2/12/2012,22,515.5,NA
2/13/2012,1,515,NA
2/13/2012,4,515,NA
2/13/2012,7,515,NA
2/13/2012,10,514,NA
2/13/2012,13,513,NA
2/13/2012,16,511,NA
2/13/2012,19,510,NA
2/13/2012,22,510,513
2/14/2012,1,511,NA
2/14/2012,4,512,NA
2/14/2012,7,514,NA
2/14/2012,10,515,NA
2/14/2012,13,516,NA
2/14/2012,16,515,NA
2/14/2012,19,514,NA
2/14/2012,22,513,514
2/15/2012,1,511,NA
2/15/2012,4,510,NA
2/15/2012,7,509,NA
2/15/2012,10,507,NA
2/15/2012,13,506,NA
2/15/2012,16,504,NA
2/15/2012,19,503,NA
2/15/2012,22,501,506
2/16/2012,1,503,NA
2/16/2012,4,505,NA
2/16/2012,7,506,NA
2/16/2012,10,504,NA
2/16/2012,13,501,NA
2/16/2012,16,500,NA
2/16/2012,19,502,NA
2/16/2012,22,506,503
2/17/2012,1,509,NA
2/17/2012,4,513,NA
2/17/2012,7,516,NA
2/17/2012,10,512,NA
2/17/2012,13,508,NA
2/17/2012,16,506,NA
2/17/2012,19,509,NA
2/17/2012,22,513,511
2/18/2012,1,519,NA
2/18/2012,4,529.5,NA
2/18/2012,7,539,NA
2/18/2012,10,541,NA
2/18/2012,13,537,NA
2/18/2012,16,534,NA
2/18/2012,19,531,NA
2/18/2012,22,530,NA
2/19/2012,1,532,NA
2/19/2012,4,535,NA
2/19/2012,7,537,NA
2/19/2012,10,534,NA
2/19/2012,13,530,NA
2/19/2012,16,525,NA
2/19/2012,19,522,NA
2/19/2012,22,519,529
2/20/2012,1,515,NA
2/20/2012,4,511,NA
2/20/2012,7,506,NA
2/20/2012,10,500,NA
2/20/2012,13,496,NA
2/20/2012,16,495,NA
2/20/2012,19,495,NA
2/20/2012,22,499,502
2/21/2012,1,504,NA
2/21/2012,4,512.5,NA
2/21/2012,7,521,NA
2/21/2012,10,531.5,NA
2/21/2012,13,535,NA
2/21/2012,16,529.5,NA
2/21/2012,19,525,NA
2/21/2012,22,521.5,NA
2/22/2012,1,524,NA
2/22/2012,4,532.5,NA
2/22/2012,7,540,NA
2/22/2012,10,533.5,NA
2/22/2012,13,527,NA
2/22/2012,16,524,NA
2/22/2012,19,521,NA
2/22/2012,22,527.5,NA
2/23/2012,1,534,NA
2/23/2012,4,542.5,NA
2/23/2012,7,550,NA
2/23/2012,10,544,NA
2/23/2012,13,539,NA
2/23/2012,16,533,NA
2/23/2012,19,535,NA
2/23/2012,22,539.5,NA
2/24/2012,1,545,NA
2/24/2012,4,551,NA
2/24/2012,7,556,NA
2/24/2012,10,543,NA
2/24/2012,13,536,NA
2/24/2012,16,533,NA
2/24/2012,19,530,NA
2/24/2012,22,538.5,NA
2/25/2012,1,549,NA
2/25/2012,4,561,NA
2/25/2012,7,570,NA
2/25/2012,10,563.5,NA
2/25/2012,13,554,NA
2/25/2012,16,545,NA
2/25/2012,19,540,NA
2/25/2012,22,540,NA
2/26/2012,1,547,NA
2/26/2012,4,551,NA
2/26/2012,7,554,NA
2/26/2012,10,548,NA
2/26/2012,13,543,NA
2/26/2012,16,538,NA
2/26/2012,19,532,NA
2/26/2012,22,528,543
2/27/2012,1,526,NA
2/27/2012,4,525,NA
2/27/2012,7,524,NA
2/27/2012,10,522,NA
2/27/2012,13,520,NA
2/27/2012,16,518,NA
2/27/2012,19,516,NA
2/27/2012,22,519,521
2/28/2012,1,524,NA
2/28/2012,4,530,NA
2/28/2012,7,537,NA
2/28/2012,10,538,NA
2/28/2012,13,534,NA
2/28/2012,16,531,NA
2/28/2012,19,529,NA
2/28/2012,22,534,532
2/29/2012,1,541,NA
2/29/2012,4,555.5,NA
2/29/2012,7,567,NA
2/29/2012,10,557.5,NA
2/29/2012,13,542,NA
2/29/2012,16,533.5,NA
2/29/2012,19,527,NA
2/29/2012,22,526.5,NA
3/1/2012,1,531,NA
3/1/2012,4,535,NA
3/1/2012,7,537,NA
3/1/2012,10,532,NA
3/1/2012,13,528,NA
3/1/2012,16,530,NA
3/1/2012,19,535,NA
3/1/2012,22,542,534
3/2/2012,1,551,NA
3/2/2012,4,565.5,NA
3/2/2012,7,578,NA
3/2/2012,10,566.5,NA
3/2/2012,13,555,NA
3/2/2012,16,544.5,NA
3/2/2012,19,535,NA
3/2/2012,22,538.5,NA
3/3/2012,1,542,NA
3/3/2012,4,544,NA
3/3/2012,7,545,NA
3/3/2012,10,543,NA
3/3/2012,13,542,NA
3/3/2012,16,544,NA
3/3/2012,19,546,NA
3/3/2012,22,554,545
3/4/2012,1,567,NA
3/4/2012,4,590,NA
3/4/2012,7,611,NA
3/4/2012,10,600,NA
3/4/2012,13,590,NA
3/4/2012,16,584,NA
3/4/2012,19,580,NA
3/4/2012,22,579.5,NA
3/5/2012,1,586,NA
3/5/2012,4,592.5,NA
3/5/2012,7,599,NA
3/5/2012,10,582,NA
3/5/2012,13,565,NA
3/5/2012,16,551,NA
3/5/2012,19,542,NA
3/5/2012,22,556.5,NA
3/6/2012,1,575,NA
3/6/2012,4,593.5,NA
3/6/2012,7,612,NA
3/6/2012,10,600,NA
3/6/2012,13,590,NA
3/6/2012,16,583.5,NA
3/6/2012,19,580,NA
3/6/2012,22,578,NA
3/7/2012,1,585,NA
3/7/2012,4,608,NA
3/7/2012,7,622,NA
3/7/2012,10,615.5,NA
3/7/2012,13,609,NA
3/7/2012,16,603.5,NA
3/7/2012,19,600,NA
3/7/2012,22,613.5,NA
3/8/2012,1,631,NA
3/8/2012,4,649.5,NA
3/8/2012,7,652,NA
3/8/2012,10,648,NA
3/8/2012,13,643,NA
3/8/2012,16,633.5,NA
3/8/2012,19,623,NA
3/8/2012,22,629,NA
3/9/2012,1,640,NA
3/9/2012,4,649.5,NA
3/9/2012,7,660,NA
3/9/2012,10,651,NA
3/9/2012,13,631,NA
3/9/2012,16,618,NA
3/9/2012,19,617,NA
3/9/2012,22,627,NA
3/10/2012,1,638,NA
3/10/2012,4,649.5,NA
3/10/2012,7,659,NA
3/10/2012,10,643,NA
3/10/2012,13,631,NA
3/10/2012,16,639.5,NA
3/10/2012,19,651,NA
3/10/2012,22,659.5,NA
3/11/2012,1,667,NA
3/11/2012,4,676,NA
3/11/2012,7,684,NA
3/11/2012,10,691,NA
3/11/2012,13,698,NA
3/11/2012,16,705,NA
3/11/2012,19,713,NA
3/11/2012,22,721.5,NA
3/12/2012,1,728,NA
3/12/2012,4,718.5,NA
3/12/2012,7,709,NA
3/12/2012,10,692.5,NA
3/12/2012,13,688,NA
3/12/2012,16,693,NA
3/12/2012,19,699,NA
3/12/2012,22,706,NA
3/13/2012,1,713,NA
3/13/2012,4,708,NA
3/13/2012,7,702,NA
3/13/2012,10,690,NA
3/13/2012,13,676,NA
3/13/2012,16,688.5,NA
3/13/2012,19,706,NA
3/13/2012,22,718.5,NA
3/14/2012,1,730,NA
3/14/2012,4,723.5,NA
3/14/2012,7,715,NA
3/14/2012,10,702,NA
3/14/2012,13,692,NA
3/14/2012,16,708,NA
3/14/2012,19,725,NA
3/14/2012,22,735,NA
3/15/2012,1,731,NA
3/15/2012,4,722.5,NA
3/15/2012,7,712,NA
3/15/2012,10,694,NA
3/15/2012,13,678,NA
3/15/2012,16,696.5,NA
3/15/2012,19,715,NA
3/15/2012,22,726.5,NA
3/16/2012,1,721,NA
3/16/2012,4,702.5,NA
3/16/2012,7,683,NA
3/16/2012,10,661,NA
3/16/2012,13,641,NA
3/16/2012,16,623,NA
3/16/2012,19,610,NA
3/16/2012,22,603,NA
3/17/2012,1,599,NA
3/17/2012,4,597,NA
3/17/2012,7,596,NA
3/17/2012,10,590,NA
3/17/2012,13,584,NA
3/17/2012,16,579,NA
3/17/2012,19,572,NA
3/17/2012,22,565,585
3/18/2012,1,571,NA
3/18/2012,4,571,NA
3/18/2012,7,582,NA
3/18/2012,10,578,NA
3/18/2012,13,576,NA
3/18/2012,16,573,NA
3/18/2012,19,571,NA
3/18/2012,22,568,574
3/19/2012,1,572,NA
3/19/2012,4,580,NA
3/19/2012,7,588,NA
3/19/2012,10,592,NA
3/19/2012,13,598,NA
3/19/2012,16,600.5,NA
3/19/2012,19,595,NA
3/19/2012,22,592.5,NA
3/20/2012,1,590,NA
3/20/2012,4,589,NA
3/20/2012,7,587,NA
3/20/2012,10,579,NA
3/20/2012,13,570,NA
3/20/2012,16,562,NA
3/20/2012,19,553,NA
3/20/2012,22,546,572
3/21/2012,1,542,NA
3/21/2012,4,539,NA
3/21/2012,7,536,NA
3/21/2012,10,530,NA
3/21/2012,13,525,NA
3/21/2012,16,519,NA
3/21/2012,19,515,NA
3/21/2012,22,513,527
3/22/2012,1,518,NA
3/22/2012,4,524,NA
3/22/2012,7,529,NA
3/22/2012,10,526,NA
3/22/2012,13,522,NA
3/22/2012,16,518,NA
3/22/2012,19,516,NA
3/22/2012,22,519,522
3/23/2012,1,523,NA
3/23/2012,4,528,NA
3/23/2012,7,534,NA
3/23/2012,10,530,NA
3/23/2012,13,524,NA
3/23/2012,16,517,NA
3/23/2012,19,512,NA
3/23/2012,22,521,524
3/24/2012,1,535,NA
3/24/2012,4,558.5,NA
3/24/2012,7,583,NA
3/24/2012,10,586,NA
3/24/2012,13,577,NA
3/24/2012,16,573,NA
3/24/2012,19,570,NA
3/24/2012,22,580,NA
3/25/2012,1,596,NA
3/25/2012,4,609,NA
3/25/2012,7,621,NA
3/25/2012,10,610,NA
3/25/2012,13,596,NA
3/25/2012,16,583,NA
3/25/2012,19,570,NA
3/25/2012,22,564.5,NA
3/26/2012,1,561,NA
3/26/2012,4,558,NA
3/26/2012,7,556,NA
3/26/2012,10,554,NA
3/26/2012,13,550,NA
3/26/2012,16,559,NA
3/26/2012,19,573,NA
3/26/2012,22,585,562
3/27/2012,1,595,NA
3/27/2012,4,606.5,NA
3/27/2012,7,615,NA
3/27/2012,10,608,NA
3/27/2012,13,601,NA
3/27/2012,16,612,NA
3/27/2012,19,632,NA
3/27/2012,22,650.5,NA
3/28/2012,1,668,NA
3/28/2012,4,680,NA
3/28/2012,7,679,NA
3/28/2012,10,678.5,NA
3/28/2012,13,685,NA
3/28/2012,16,695.5,NA
3/28/2012,19,706,NA
3/28/2012,22,720,NA
3/29/2012,1,730,NA
3/29/2012,4,721,NA
3/29/2012,7,708,NA
3/29/2012,10,693.5,NA
3/29/2012,13,692,NA
3/29/2012,16,700,NA
3/29/2012,19,709,NA
3/29/2012,22,721.5,NA
3/30/2012,1,729,NA
3/30/2012,4,719.5,NA
