Id,MSSubClass,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageYrBlt,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
804,60,4.672828834461906,9.53899642739739,2,1,1,1,1,1,3,3,4,9,5,1,0,4,2,15,424.0,1,3,3,0,0,1734,1734,2,1,2,7.458186157340487,1088,0,7.945201132412759,0,0,3,1,4,1,1,12,1,1,0.0,3,1020,1,52,170,0,0,192,0,0,1,2009,4,6,13.275827535915461,0,0,0
805,20,4.31748811353631,9.104979856318357,2,1,1,1,1,1,3,3,1,5,5,52,52,2,2,16,0.0,3,3,2,812,0,124,936,2,3,2,7.028201432058005,0,0,7.028201432058005,0,0,1,0,2,1,3,5,2,0,52.0,1,286,1,0,0,0,0,0,0,0,6,2006,1,5,11.678439903447801,0,0,0
806,20,4.51085950651685,9.415238482949043,2,2,1,1,4,1,3,3,1,7,5,0,0,2,2,15,256.0,2,3,3,0,0,1417,1417,2,1,2,7.2640301428995295,0,0,7.2640301428995295,0,0,2,0,3,1,1,6,1,0,0.0,2,554,1,0,60,0,0,0,0,0,7,2008,4,6,12.33569641332368,0,0,0
807,80,4.31748811353631,9.185022563991893,2,1,1,1,1,1,3,3,8,5,5,39,39,2,2,15,0.0,3,3,3,400,480,100,980,2,2,2,6.887552571664617,0,0,6.887552571664617,0,0,2,0,3,1,3,6,1,0,39.0,1,384,1,68,0,0,0,0,0,0,10,2006,1,1,11.816726919301892,0,0,0
808,70,4.969813299576001,9.970398257818754,2,1,1,1,1,1,3,3,4,5,6,86,5,2,2,16,0.0,3,3,2,1309,0,15,1324,2,1,2,6.977281341630747,504,0,7.362645270417825,2,0,1,1,3,1,2,6,1,1,86.0,2,528,1,0,312,0,0,0,0,0,5,2009,1,1,12.31716669303576,0,0,0
809,80,4.442651256490317,9.503009985939002,2,1,1,1,1,1,3,3,8,5,5,40,40,2,2,15,1047.0,3,3,2,516,128,380,1024,2,3,2,6.990256500493881,0,0,6.990256500493881,1,0,1,0,3,1,3,6,1,1,40.0,2,484,1,0,0,0,0,0,0,0,6,2006,1,1,11.982616545377663,0,0,0
810,75,4.499809670330265,8.99961934066053,2,1,1,1,2,1,3,3,6,5,5,111,44,4,2,1,0.0,3,3,3,0,0,849,849,2,3,1,6.980075940561763,1063,0,7.6676260915849905,0,0,2,0,2,3,3,11,1,0,99.0,2,360,3,40,156,0,0,0,0,0,11,2009,1,1,11.571194373094205,0,0,0
811,20,4.356708826689592,9.224243277145174,2,1,1,1,1,1,3,3,1,6,6,32,7,4,2,7,99.0,3,3,2,663,377,0,1040,2,4,2,7.1770187659099,0,0,7.1770187659099,1,0,1,1,3,1,2,5,1,1,32.0,2,484,1,265,0,0,0,0,648,0,1,2006,1,1,12.106252310247962,0,0,0
812,120,4.23410650459726,8.39795910349254,2,1,1,1,1,1,3,3,1,6,5,4,4,2,2,15,169.0,2,3,3,662,0,186,848,2,1,2,6.742880635791903,0,0,6.742880635791903,1,0,1,0,1,1,2,4,1,1,4.0,2,420,1,140,0,0,0,0,0,0,6,2008,9,1,11.881034786534624,1,0,0
813,20,4.189654742026425,9.072456664612796,1,1,2,1,1,2,3,3,1,5,5,58,58,4,2,16,0.0,4,3,2,0,0,540,540,2,3,1,6.950814768442584,0,0,6.950814768442584,0,0,1,0,2,1,4,4,1,0,58.0,2,504,3,0,0,0,0,0,0,54,6,2010,1,4,10.932981961904135,0,0,0
814,20,4.31748811353631,9.185022563991893,2,1,1,1,1,1,3,3,1,6,6,49,49,2,2,9,243.0,3,3,2,608,0,834,1442,2,2,2,7.273786317844895,0,0,7.273786317844895,0,0,1,1,4,1,3,7,1,0,49.0,1,301,1,0,0,275,0,0,0,500,4,2007,5,1,11.969717200243734,0,0,0
815,50,3.8066624897703196,9.017726025696795,2,1,1,1,1,1,3,3,2,5,7,88,56,2,2,14,0.0,3,3,1,0,0,686,686,3,2,2,6.530877627725885,564,0,7.1308988302963465,0,1,1,1,3,1,4,7,1,0,51.0,1,280,2,207,0,96,0,0,0,0,7,2006,1,1,11.661345470088502,0,0,0
816,20,3.871201010907891,9.404013917106361,2,3,1,1,3,1,3,3,1,7,5,12,12,2,2,15,442.0,3,3,3,0,0,1649,1649,2,1,2,7.415175109613295,0,0,7.415175109613295,0,0,2,0,3,1,2,6,1,0,12.0,2,598,1,0,34,0,0,0,0,0,5,2010,1,1,12.323411137947407,0,0,0
817,20,4.23410650459726,9.343559215762406,2,2,1,1,2,1,3,3,1,5,6,52,52,2,2,4,0.0,3,3,2,486,0,522,1008,2,2,2,6.915723448631314,0,0,6.915723448631314,0,0,1,0,2,1,3,4,1,1,52.0,1,275,1,0,0,120,0,0,0,0,7,2006,1,1,11.827736204810263,1,0,0
818,20,4.23410650459726,9.49288426657184,2,2,1,1,3,1,3,3,1,8,5,6,6,4,2,6,148.0,2,3,3,1218,0,350,1568,2,1,2,7.4318919168078,0,0,7.4318919168078,1,0,2,0,3,1,2,7,1,2,6.0,3,857,1,150,59,0,0,0,0,0,7,2008,1,1,12.509874099861838,1,0,0
819,80,4.382026634673881,9.084323531392696,2,1,1,1,1,1,3,3,8,6,7,39,39,2,2,7,80.0,3,3,2,504,0,506,1010,2,2,2,6.9584483932976555,0,0,6.9584483932976555,1,0,1,0,3,1,3,6,1,0,39.0,2,440,1,0,0,0,0,0,0,0,6,2010,1,1,11.951180395901384,0,0,0
820,120,3.784189633918261,8.759511722116487,2,2,1,1,1,1,3,3,1,7,5,1,0,2,2,15,128.0,2,3,3,733,0,625,1358,2,1,2,7.213768308118642,0,0,7.213768308118642,1,0,2,0,2,1,2,6,1,1,0.0,2,484,1,192,35,0,0,0,0,0,6,2010,4,6,12.319401330837177,0,0,0
821,60,4.276666119016055,8.885440911707585,2,2,1,1,3,1,3,3,4,7,5,5,5,2,2,15,0.0,2,3,3,0,0,798,798,2,1,2,6.682108597449809,842,0,7.402451520818244,0,0,2,1,3,1,2,6,1,0,5.0,2,595,1,0,45,0,0,0,0,0,6,2008,1,1,12.117241431823558,0,0,0
822,20,4.0943445622221,8.699514748210191,2,1,2,1,1,2,3,3,1,4,4,56,56,2,2,9,0.0,4,3,2,0,0,936,936,2,3,1,6.841615476477592,0,0,6.841615476477592,0,0,1,0,2,1,3,4,3,0,35.0,2,576,1,0,32,112,0,0,0,0,2,2009,1,1,11.440354772135393,0,0,0
823,60,4.23410650459726,9.424967763522053,2,2,1,1,2,1,3,3,4,7,5,4,4,2,2,15,0.0,2,3,3,0,0,847,847,2,1,2,6.741700694652055,886,0,7.457609289715606,0,0,2,1,3,1,2,7,1,1,4.0,2,433,1,100,48,0,0,0,0,0,10,2007,1,5,12.323855681186558,1,0,0
824,50,4.0943445622221,9.20029003612268,2,1,1,1,1,1,3,3,2,6,7,69,59,2,2,15,0.0,3,3,1,0,0,778,778,2,3,2,6.8501261661455,545,0,7.305860032684009,0,0,2,0,3,1,3,7,1,1,69.0,1,240,1,335,0,0,0,0,0,0,7,2009,1,1,11.845819880243557,0,0,0
825,20,4.394449154672439,9.325096609274372,2,1,1,1,1,1,3,3,1,8,5,0,0,2,2,15,0.0,2,3,3,0,0,1489,1489,2,1,2,7.305860032684009,0,0,7.305860032684009,0,0,2,0,3,1,2,7,1,1,0.0,2,776,1,0,140,0,0,0,0,0,6,2006,4,6,12.3570755190667,0,0,0
826,20,4.736198448394496,9.602585141913492,2,1,1,1,1,1,6,6,1,10,5,1,0,4,2,6,816.0,1,3,3,1636,0,442,2078,2,1,2,7.642044402873258,0,0,7.642044402873258,1,0,2,0,2,1,1,7,1,1,1.0,3,1220,1,188,45,0,0,0,0,0,6,2008,4,6,12.86099861326992,0,0,0
827,45,3.912023005428146,8.720950028930258,2,1,1,1,1,1,3,3,3,5,6,84,58,2,2,9,0.0,3,3,1,784,0,0,784,2,2,2,6.664409020350408,0,0,6.664409020350408,1,0,1,0,2,1,2,5,1,0,28.0,0,0,1,0,0,116,0,0,0,0,5,2008,1,1,11.603679828238693,0,0,1
828,20,4.174387269895637,9.05122740031911,2,2,1,1,1,1,3,3,1,7,5,8,8,2,2,15,0.0,2,3,3,20,0,1434,1454,2,1,2,7.2682230211595655,0,0,7.2682230211595655,0,0,2,0,3,1,2,6,1,1,8.0,2,527,1,290,39,0,0,0,0,0,4,2009,1,1,12.14950229404178,0,0,0
829,60,4.23410650459726,10.264582712908352,2,3,4,1,3,3,3,3,4,5,5,42,42,1,6,11,0.0,3,3,3,249,764,0,1013,2,3,2,7.05617528410041,966,0,7.661997558901893,0,1,2,1,3,1,3,7,3,0,42.0,2,538,1,486,0,0,0,225,0,0,6,2009,1,2,12.128111104060462,1,0,0
830,160,3.1780538303479458,7.841492924460013,2,1,1,1,1,1,3,3,4,7,5,1,1,2,2,9,0.0,2,3,3,0,0,600,600,2,1,2,6.253828811575473,623,80,7.109062135687172,0,0,2,1,2,1,2,4,1,0,1.0,2,480,1,0,166,0,0,0,0,0,7,2006,1,1,11.900905258737373,0,0,0
831,20,4.382026634673881,9.38429367909962,2,2,1,1,2,1,3,3,1,6,5,51,51,2,2,7,387.0,3,3,2,1040,0,352,1392,2,3,2,7.238496840894365,0,0,7.238496840894365,1,0,1,1,3,1,3,6,1,2,51.0,2,458,1,0,0,0,0,192,0,0,6,2008,1,1,12.01974306733868,0,0,0
832,160,3.4011973816621555,8.064636475774222,2,1,1,1,1,1,3,3,4,7,5,1,1,2,2,9,0.0,3,3,3,0,0,600,600,2,1,2,6.253828811575473,600,80,7.090076835776092,0,0,2,1,2,1,2,4,1,0,1.0,2,480,1,0,166,0,0,0,0,0,6,2006,1,1,11.925035115797062,0,0,0
833,60,3.784189633918261,9.16408698745872,2,2,1,1,3,1,3,3,4,7,6,7,7,2,2,15,223.0,2,3,3,483,0,458,941,2,1,2,6.846943139585379,888,0,7.511524648390866,1,0,2,1,3,1,2,7,1,1,7.0,2,613,1,192,39,0,0,0,0,0,1,2010,1,1,12.375815420117268,0,0,0
834,20,4.605170185988092,9.21074029199751,2,1,1,1,1,1,3,3,1,6,6,45,45,2,2,7,180.0,3,3,2,196,345,975,1516,2,3,2,7.323830566202317,0,0,7.323830566202317,0,0,1,1,3,1,3,6,1,0,45.0,2,472,1,0,0,0,0,152,0,0,2,2009,1,1,12.025749091398891,0,0,0
835,20,4.31748811353631,8.971448463693834,2,1,1,1,1,1,3,3,1,5,6,47,47,2,2,15,136.0,3,3,2,572,0,572,1144,2,2,2,7.042286171939743,0,0,7.042286171939743,1,0,1,0,3,1,3,6,1,0,47.0,2,456,1,0,0,0,0,0,0,0,9,2008,1,1,11.8490404949436,0,0,0
836,20,4.0943445622221,9.169518377455928,2,1,1,1,1,1,3,3,1,4,7,60,15,2,2,15,0.0,3,3,2,442,0,625,1067,2,3,2,6.9726062513017535,0,0,6.9726062513017535,0,0,2,0,2,1,2,4,3,0,14.0,2,436,1,290,0,0,0,0,0,0,2,2010,1,1,11.759785542901755,0,0,0
837,30,4.499809670330265,8.99961934066053,2,1,1,1,1,1,3,3,1,5,6,59,34,2,2,15,0.0,3,3,1,338,0,1221,1559,2,2,2,7.351799869057777,0,0,7.351799869057777,1,0,1,0,2,1,3,5,3,0,59.0,2,812,1,0,116,230,0,0,0,0,6,2007,5,1,11.941455846009388,0,0,0
838,160,3.044522437723423,7.426549072397305,2,1,1,1,1,1,3,3,4,6,5,35,35,2,2,7,158.0,3,3,2,330,0,153,483,2,3,2,6.180016653652572,504,0,6.894670039433482,1,0,1,1,2,1,3,5,1,0,35.0,1,264,1,0,0,0,0,0,0,0,11,2008,1,1,11.512925464970229,0,0,0
839,20,4.31748811353631,9.161675199994901,2,1,1,1,1,1,3,3,1,5,6,13,2,2,2,15,0.0,3,3,3,0,0,1099,1099,2,1,2,7.002155954403621,0,0,7.002155954403621,0,0,1,1,3,1,2,6,1,0,9.0,1,352,1,278,0,0,0,0,0,0,6,2008,1,1,11.877568578558138,0,0,0
840,50,4.248495242049359,9.37305428246393,2,1,1,1,1,1,3,3,2,5,6,62,13,2,2,9,0.0,3,3,2,352,0,416,768,2,1,2,6.643789733147672,432,0,7.090076835776092,0,0,1,0,3,1,3,6,1,0,62.0,1,240,1,0,0,0,0,0,0,0,5,2008,1,1,11.779128505744886,0,0,0
841,70,4.23410650459726,9.405495886750224,2,2,1,1,1,1,3,3,4,6,8,83,58,2,2,16,0.0,3,3,1,156,0,516,672,2,3,1,6.697034247666484,672,0,7.301147805856032,0,0,2,0,4,1,4,7,1,0,74.0,1,400,2,0,0,254,0,0,0,0,3,2008,1,1,11.84939770159144,1,0,0
842,70,4.0943445622221,9.25339986143663,2,1,1,1,1,1,3,3,4,5,8,104,6,2,2,9,0.0,3,3,3,0,0,650,650,2,2,2,6.86484777797086,581,0,7.338888133838879,0,0,2,0,3,1,2,8,1,1,25.0,2,686,2,70,78,68,0,0,0,0,6,2008,1,1,11.967180737247824,0,0,0
843,80,4.406719247264253,9.10719961305667,2,1,1,1,1,1,3,3,8,6,7,42,42,2,2,7,183.0,3,3,2,312,539,276,1127,2,3,2,7.060476365999801,0,0,7.060476365999801,1,0,1,1,3,1,3,6,1,0,42.0,2,490,1,0,129,0,0,0,0,0,5,2008,1,1,12.071969661006694,0,0,0
844,90,4.382026634673881,8.987196820661973,2,1,1,1,2,1,1,3,1,5,4,46,46,2,2,4,0.0,3,3,2,0,0,1800,1800,2,1,1,7.495541943884256,0,0,7.495541943884256,0,0,2,0,6,2,3,10,1,0,27.0,0,0,1,0,0,0,0,0,0,0,7,2007,1,1,11.856515169360305,0,0,1
845,50,4.605170185988092,9.446597562435775,2,2,1,1,1,1,1,3,2,5,8,93,58,2,2,16,0.0,3,3,1,0,0,876,876,2,2,2,6.775366090936392,540,0,7.255591274253665,0,0,1,1,4,1,3,7,1,1,59.0,3,720,1,418,0,194,0,0,0,0,6,2008,1,1,11.94405831982697,0,0,0
846,85,4.23410650459726,9.719985298994011,2,2,1,1,3,1,9,3,7,5,5,32,26,2,2,7,0.0,3,3,2,1390,0,0,1390,2,3,2,7.438971592395862,0,0,7.438971592395862,1,0,2,0,3,1,3,6,3,2,32.0,2,611,1,0,0,0,0,0,0,0,1,2007,1,1,12.049418835484797,1,0,0
847,60,4.31748811353631,9.139595967450425,2,1,1,1,1,1,3,3,4,7,5,16,16,2,2,7,137.0,2,3,3,513,0,227,740,2,1,2,6.913737350659685,769,0,7.4815557019095165,1,0,2,1,3,1,2,7,1,1,16.0,2,425,1,234,72,192,0,0,0,0,7,2009,1,1,12.269047444691562,0,0,0
848,20,3.58351893845611,9.650078074026442,2,2,1,1,3,1,3,3,1,5,6,37,37,2,2,7,0.0,3,3,2,460,0,404,864,2,1,2,6.761572768804055,0,0,6.761572768804055,1,0,1,0,3,1,3,5,1,1,37.0,1,338,1,0,0,0,0,0,0,0,8,2009,1,1,11.801856756822442,0,0,0
849,50,4.31748811353631,10.727662995502477,2,3,2,1,1,1,3,3,2,6,8,100,11,2,2,16,0.0,3,3,1,0,0,907,907,2,3,2,7.175489713624222,1051,0,7.765569081097317,0,0,3,0,5,1,3,10,1,1,100.0,2,360,1,486,40,0,0,175,0,0,9,2008,1,1,12.388394202324129,0,0,0
850,80,4.382026634673881,9.169518377455928,2,1,1,1,4,1,2,3,8,6,7,31,13,4,2,11,360.0,2,2,2,0,0,528,528,2,1,2,6.9975959829819265,761,0,7.5256399750415355,0,0,2,1,3,1,3,7,1,1,31.0,2,512,1,113,100,0,0,0,0,0,8,2007,1,1,12.138863895836725,0,0,0
851,120,3.58351893845611,8.39728289474368,2,1,1,1,1,1,3,3,1,6,5,4,4,2,2,15,170.0,2,3,3,659,0,189,848,2,1,2,6.742880635791903,0,0,6.742880635791903,1,0,1,0,1,1,2,3,1,0,4.0,2,420,1,140,0,0,0,0,0,0,11,2007,1,1,11.786762130599957,0,0,0
852,120,4.23410650459726,8.069655306886165,2,1,1,1,1,1,3,3,1,8,5,3,3,2,2,15,40.0,2,3,3,0,0,1273,1273,2,1,2,7.283448228756631,0,0,7.283448228756631,0,0,2,0,2,1,2,7,1,1,3.0,2,400,1,143,20,0,0,0,0,0,5,2006,1,1,12.2783933071098,1,0,0
853,75,3.970291913552122,8.871785969150645,2,1,1,1,1,1,3,3,6,7,5,66,57,2,2,9,0.0,3,2,2,364,0,554,918,2,2,2,6.822197390620491,728,0,7.406103381237015,0,0,2,0,4,1,3,7,1,2,66.0,1,240,1,0,0,0,0,126,0,0,8,2007,1,1,12.007621706806335,0,0,0
854,80,4.23410650459726,9.400547423044127,2,2,1,1,2,1,3,3,8,6,6,45,45,2,2,9,115.0,3,2,2,564,0,563,1127,2,3,2,7.275864600546533,0,0,7.275864600546533,0,0,1,1,3,1,3,7,1,1,45.0,2,645,1,180,0,0,0,0,0,0,8,2009,1,1,11.970350312009105,1,0,0
855,20,4.624972813284271,9.793672686528922,2,1,1,1,1,1,3,3,1,5,4,51,32,4,2,16,0.0,3,3,2,306,1085,372,1763,2,3,2,7.483806687665835,0,0,7.483806687665835,1,0,1,1,3,1,3,6,1,1,51.0,2,454,1,0,418,0,0,312,0,0,7,2006,1,2,12.043553716032399,0,0,0
856,20,4.23410650459726,8.83884181343129,2,2,1,1,2,1,3,3,1,5,8,48,0,2,2,7,0.0,3,2,2,659,0,381,1040,2,1,2,6.946975992135418,0,0,6.946975992135418,1,0,1,1,3,1,3,6,1,0,48.0,1,260,1,0,104,0,0,0,0,0,4,2010,1,1,11.751942365440728,1,0,0
857,80,4.23410650459726,9.302919553269277,2,2,4,1,1,2,3,3,8,6,6,30,30,2,2,11,0.0,3,3,2,505,435,0,940,2,3,2,6.933423025730715,0,0,6.933423025730715,1,0,1,0,3,1,3,5,1,0,27.0,2,576,1,0,0,34,0,0,0,0,10,2008,1,1,11.898187865760873,1,0,0
858,60,4.174387269895637,9.002701007197938,2,1,1,1,1,1,3,3,4,6,5,15,14,2,2,7,0.0,3,3,3,0,0,702,702,2,2,2,6.553933404025811,779,0,7.300472814267799,0,0,2,1,3,1,3,6,1,1,15.0,2,343,1,0,36,0,0,0,0,0,3,2009,1,1,12.066810578196666,0,0,0
859,20,4.382026634673881,9.249561085129464,2,1,1,1,1,1,3,3,1,7,5,33,33,2,2,7,189.0,3,3,2,0,0,1090,1090,2,3,2,7.222566018822171,0,0,7.222566018822171,0,0,2,0,3,1,3,6,1,1,33.0,2,479,1,0,0,0,0,0,0,0,6,2009,1,5,11.931635799828413,0,0,0
860,60,4.23410650459726,9.308283446306147,2,2,1,1,2,1,7,3,4,6,7,38,22,2,2,7,220.0,3,3,2,619,0,435,1054,2,3,2,7.321188556739478,1142,0,7.8838232148921525,1,0,2,1,4,1,2,9,1,1,38.0,2,619,1,0,65,0,0,222,0,0,8,2006,1,1,12.429216196844383,1,0,0
861,50,4.007333185232471,8.941414628006845,2,1,1,1,2,1,3,3,2,7,8,89,9,2,2,16,0.0,2,3,1,0,0,912,912,2,2,2,6.815639990074331,514,0,7.262628600974241,0,0,1,1,3,1,2,7,1,1,82.0,1,216,1,0,240,0,0,0,0,0,6,2007,1,1,12.154516158615772,0,0,0
862,190,4.31748811353631,9.360913230455557,2,1,1,1,1,1,3,3,1,5,4,45,45,4,2,11,0.0,3,3,3,841,0,198,1039,2,1,2,6.946013991099227,0,0,6.946013991099227,1,0,1,1,3,1,3,6,1,0,45.0,2,504,1,0,0,0,0,0,0,0,4,2010,1,1,11.786762130599957,0,0,0
863,20,4.394449154672439,9.176990392294629,2,1,1,1,2,1,3,3,1,6,5,26,25,4,2,7,0.0,3,3,3,338,0,702,1040,2,3,2,7.00033446027523,0,0,7.00033446027523,0,0,2,0,3,1,3,6,1,0,24.0,2,480,1,0,0,0,0,0,0,0,5,2010,1,1,11.931635799828413,0,0,0
864,20,4.248495242049359,8.97853441008332,2,1,1,1,1,1,3,3,1,5,5,50,50,4,2,4,0.0,3,3,2,1148,0,0,1148,2,3,2,7.045776576879511,0,0,7.045776576879511,1,0,1,0,3,1,3,6,1,0,50.0,1,672,1,0,0,0,0,0,0,0,7,2009,1,1,11.794337924408413,0,0,0
865,20,4.276666119016055,9.064157861798101,2,1,1,1,1,1,3,3,1,7,5,1,0,2,2,15,0.0,2,3,3,0,0,1372,1372,2,1,2,7.22402480828583,0,0,7.22402480828583,0,0,2,0,3,1,2,6,1,0,0.0,2,529,1,0,140,0,0,0,0,0,5,2008,4,6,12.431533509799543,0,0,0
866,20,4.23410650459726,9.07680897935166,2,2,1,1,1,1,3,3,1,5,6,39,39,2,2,9,76.0,3,3,2,828,0,174,1002,2,3,2,6.90975328164481,0,0,6.90975328164481,1,0,1,0,3,1,3,5,1,0,36.0,2,902,1,0,0,0,0,0,0,0,8,2009,1,1,11.908340237224891,1,0,0
867,20,4.204692619390966,9.273878392780171,2,2,3,1,1,1,3,3,1,8,5,1,0,2,2,15,274.0,2,3,3,0,0,1638,1638,2,1,2,7.406103381237015,0,0,7.406103381237015,0,0,2,0,3,1,2,6,1,1,0.0,3,870,1,192,80,0,0,0,0,0,11,2007,4,6,12.424806488355683,0,0,0
868,20,4.442651256490317,8.84937050375457,2,1,1,1,2,1,2,3,1,4,5,46,46,2,2,15,0.0,3,3,2,932,0,108,1040,2,3,2,7.02108396428914,0,0,7.02108396428914,1,0,1,1,3,1,4,5,1,0,46.0,2,544,1,168,0,0,0,0,0,400,5,2007,1,1,11.76756768334381,0,0,0
869,60,4.23410650459726,9.599811590329997,2,3,1,1,2,1,2,3,4,5,6,58,56,2,2,11,0.0,3,3,4,0,0,0,0,2,2,2,7.344072850573066,720,53,7.749322464660356,0,0,2,0,2,1,3,7,1,1,27.0,2,672,2,120,144,0,0,0,0,0,5,2006,1,1,12.037653993905211,1,0,0
870,60,4.382026634673881,9.204121072162266,2,1,1,1,1,1,3,3,4,7,5,17,16,2,2,9,246.0,2,3,3,750,0,300,1050,2,1,2,6.967909201801884,887,0,7.575071699507561,1,0,2,1,3,1,2,8,1,1,17.0,2,574,1,156,90,0,0,0,0,0,6,2010,1,1,12.371587084007746,0,0,0
871,20,4.0943445622221,8.794824928014517,2,1,1,1,1,1,6,3,1,5,5,47,47,4,2,9,0.0,3,3,2,0,0,894,894,2,2,1,6.795705775173514,0,0,6.795705775173514,0,0,1,0,2,1,3,5,1,0,47.0,1,308,1,0,0,0,0,0,0,0,8,2009,1,1,11.603679828238693,0,0,0
872,60,4.248495242049359,9.07680897935166,2,1,1,1,1,1,3,3,4,6,5,12,12,2,2,15,116.0,3,3,3,505,0,299,804,2,1,2,6.6895992691789665,878,0,7.427738840532894,0,0,2,1,3,1,2,7,1,0,12.0,2,523,1,0,77,0,0,0,0,0,6,2010,1,1,12.20856952572876,0,0,0
873,20,4.30406509320417,9.092907275084087,2,1,1,1,2,1,3,3,1,5,7,55,12,2,2,17,0.0,2,3,5,0,0,105,105,2,2,2,6.813444599510896,0,0,6.813444599510896,0,0,1,0,3,1,2,5,1,0,55.0,2,414,1,196,0,150,0,0,0,0,10,2008,1,1,11.661345470088502,0,0,0
874,40,4.0943445622221,9.404590499635411,2,1,1,1,1,1,3,3,1,5,7,60,59,2,2,7,0.0,2,3,2,375,0,457,832,2,2,2,6.943122422819428,0,232,7.145196134997171,0,0,1,0,3,1,3,6,1,1,60.0,1,288,1,0,28,0,0,0,0,0,9,2009,1,1,11.79810440720389,0,0,0
875,50,3.9512437185814275,8.651724084373843,2,1,1,1,1,1,1,3,2,5,6,68,59,2,2,16,0.0,3,3,2,0,0,676,676,2,1,2,6.516193076042964,455,0,7.030857476116121,0,0,1,1,3,1,3,5,1,0,68.0,1,200,1,26,0,0,0,0,0,0,8,2009,1,2,11.104957226643945,0,0,0
876,60,4.31748811353631,9.104979856318357,2,1,1,1,1,1,3,3,4,8,5,0,0,2,2,6,0.0,2,3,3,64,0,1120,1184,2,1,2,7.076653815443951,1426,0,7.867105500316739,0,0,2,1,4,1,1,11,1,1,0.0,2,550,1,208,364,0,0,0,0,0,8,2007,4,6,12.623061104072981,0,0,0
877,20,4.543294782270004,10.138006161871843,2,1,3,1,1,2,3,3,1,4,5,44,44,2,2,7,0.0,3,3,3,633,0,431,1064,2,2,2,6.946975992135418,0,0,6.946975992135418,1,0,1,0,3,1,3,5,1,0,44.0,2,648,1,0,0,0,0,0,0,0,1,2007,1,1,11.792449349720545,0,0,0
878,60,4.30406509320417,9.086363192156472,2,1,1,1,1,1,3,3,4,9,5,5,4,4,2,15,216.0,2,3,3,1170,0,292,1462,2,1,2,7.2875606403097235,762,0,7.707062655370473,1,0,2,1,4,1,1,10,1,1,5.0,3,738,1,184,0,0,0,0,0,0,6,2009,1,1,12.765688433465597,0,0,0
879,85,4.477336814478207,9.374328222081633,2,2,1,1,1,1,3,3,7,5,7,49,15,2,2,7,0.0,3,3,2,899,0,210,1109,2,3,2,7.051855622955894,0,0,7.051855622955894,1,0,1,0,3,1,2,6,3,0,23.0,2,576,1,192,0,0,0,0,0,400,6,2010,1,1,11.904967552746252,0,0,0
880,20,4.23410650459726,8.85366542803745,2,2,1,1,3,1,3,3,1,5,8,31,4,2,2,15,90.0,2,2,2,646,0,218,864,2,1,2,6.761572768804055,0,0,6.761572768804055,1,0,1,0,3,1,3,6,1,0,31.0,1,336,1,0,0,0,0,0,0,0,7,2009,1,1,11.824079893607152,1,0,0
881,20,4.0943445622221,8.857088135314953,2,1,1,1,1,1,3,3,1,5,5,2,1,2,2,15,0.0,3,3,3,980,0,110,1090,2,2,2,6.993932975223189,0,0,6.993932975223189,1,0,1,1,2,1,3,5,1,0,2.0,2,450,1,0,49,0,0,0,0,0,6,2007,1,1,11.964001084330445,0,0,0
882,50,3.784189633918261,9.52937575208596,2,2,1,1,3,1,3,3,2,7,5,17,16,2,2,7,117.0,2,2,2,902,0,254,1156,2,1,2,7.079184394609668,530,0,7.448333860897476,0,0,2,1,3,1,2,7,1,1,17.0,2,400,1,168,36,0,0,0,0,0,4,2007,1,1,12.141534124392603,0,0,0
883,60,4.23410650459726,9.173261363734762,2,2,1,1,2,1,3,3,4,6,5,17,16,2,2,15,0.0,3,3,3,0,0,808,808,2,2,2,6.694562058521095,785,0,7.373374309910049,0,0,2,1,3,1,3,7,1,1,16.0,2,389,1,342,40,0,0,0,0,0,12,2009,1,1,12.089538829274222,1,0,0
884,75,4.0943445622221,8.73294952429643,2,1,2,1,1,1,3,3,5,4,5,94,56,2,2,16,0.0,2,3,3,0,0,795,795,2,3,1,6.860663671448287,795,481,7.709756864454165,1,0,1,0,5,1,3,10,1,0,9.0,1,440,1,0,188,0,0,0,0,0,3,2006,1,1,11.682668239557323,0,0,0
885,20,4.174387269895637,8.874867635688053,2,1,1,1,1,1,3,3,1,5,5,42,42,2,2,7,60.0,3,3,2,432,0,460,892,2,3,2,6.79346613258001,0,0,6.79346613258001,0,0,1,0,3,1,3,5,1,0,42.0,1,288,1,0,0,0,0,0,0,0,7,2009,1,1,11.512925464970229,0,0,0
